,IR,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
3415,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,2.216206192429057e-06,,2.939370735629629e-06,,6.937168690150113e-06,,2.02605659942551e-06,,2.2468321528624913e-06,,2.6512881013121162e-06,
3416,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,4.0148996044390436e-06,,3.868303099571492e-06,,2.9804769129081813e-06,,3.5469567683072468e-06,,2.840589692708967e-06,,2.166906696126743e-06,
3417,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,3.2779116145026602e-06,,3.7032724089401477e-06,,2.5530770649119817e-06,,2.7912722584131723e-06,,3.1164661757723093e-06,,3.0279253751544184e-06,
3418,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,5.7254456866603666e-06,,7.06880312690435e-06,,5.871651369343098e-06,,3.3572215052816658e-06,,3.7692222196527283e-06,,4.84908543223322e-06,
3419,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,1.6447398579486813e-06,,1.8702460640044576e-06,,5.275456315769111e-06,,2.9334958838337243e-06,,2.8215240865727484e-06,,3.722175304364858e-06,
3420,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,4.097273505830488e-06,,2.6842320511450264e-06,,4.372496394078207e-06,,2.9884621468597177e-06,,2.519960841031487e-06,,2.2666571960488454e-06,
3421,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.077542505837722e-06,,3.2699732080538444e-06,,2.3671165843156504e-06,,5.068389065275759e-06,,4.311488432635807e-06,,3.3184424720694476e-06,
3422,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,6.089563382831083e-06,,5.7923360032228805e-06,,6.9196695712869416e-06,,2.7367014368140615e-06,,4.157778821061765e-06,,4.866098440092702e-06,
3423,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,3.5398039947144078e-06,,4.257052343989749e-06,,4.49273587939244e-06,,2.881817134404809e-06,,2.0569797673198912e-06,,2.8462497784666003e-06,
3424,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,3.4270903013163376e-06,,3.25652103656337e-06,,4.26508377519226e-06,,2.7351743530169615e-06,,2.926600196660108e-06,,2.2505479151381034e-06,
3425,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,3.483419166055293e-06,,3.500760323756157e-06,,2.4695789081690256e-06,,3.280625021103112e-06,,3.440891174804827e-06,,3.6323757860030398e-06,
3426,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,5.1754849842815084e-06,,3.6138397558008916e-06,,5.883117647626068e-06,,3.85616327184833e-06,,3.030398002563963e-06,,3.7541389798137245e-06,
3427,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,3.224333930667719e-06,,2.7392656583128617e-06,,3.7508710252463627e-06,,2.877057979173289e-06,,3.000149123536097e-06,,2.2667196802649516e-06,
3428,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,6.292304689311807e-06,,2.736733684974554e-06,,3.871670163342669e-06,,3.869438329976024e-06,,3.1009831182221767e-06,,2.1868998284444555e-06,
3429,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,3.465811718025382e-06,,4.016442414021936e-06,,2.475146866506662e-06,,3.6444973714628585e-06,,2.706904314071701e-06,,3.4299125412198915e-06,
3430,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,4.2596300790133655e-06,,3.5766816336006266e-06,,5.5890220488539055e-06,,3.1424893141517624e-06,,3.0030105483944103e-06,,5.004980455260626e-06,
3431,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,2.8656045794270083e-06,,2.3972055319154588e-06,,2.678348848339147e-06,,2.321381421072938e-06,,2.4947920354098003e-06,,2.7324745207404106e-06,
3432,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,3.3303607244371776e-06,,3.2216190314183664e-06,,3.7103312716608224e-06,,2.5136719718122697e-06,,2.4254368796551602e-06,,2.2656895561123365e-06,
3433,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.6439023325740992e-06,,2.898542860516657e-06,,2.1087504809941244e-06,,3.0332666936706638e-06,,3.0010511524540094e-06,,3.252731936686586e-06,
3434,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,2.8648412796793784e-06,,4.348331859011056e-06,,6.815399532299125e-06,,3.986731479473263e-06,,4.51951750089716e-06,,3.496381385691685e-06,
3435,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,3.2811842014621753e-06,,4.677014228337526e-06,,6.302934612512058e-06,,2.444454710189931e-06,,2.8131258670682223e-06,,2.4190632990549845e-06,
3436,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,3.8119405445868032e-06,,3.1592384466157448e-06,,3.979573670404969e-06,,3.6090576094503803e-06,,3.362384257377468e-06,,2.7477386683821673e-06,
3437,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.2740583930920226e-06,,1.9552622823302792e-06,,2.326878307157572e-06,,3.6386147918841425e-06,,3.792625234511095e-06,,4.7125859616933445e-06,
3438,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,2.569491396658081e-06,,2.9220595591071864e-06,,4.199009056447974e-06,,2.26787999948141e-06,,4.092570804367105e-06,,4.135355436237275e-06,
3439,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,3.2606430700571514e-06,,3.3538876807892585e-06,,6.243616108583972e-06,,2.3325921334412026e-06,,3.061922444890242e-06,,3.121745007443297e-06,
3440,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,4.20351062778576e-06,,5.406089281825749e-06,,5.318690551732891e-06,,3.6705825606291844e-06,,4.750338067046427e-06,,2.8698282239891045e-06,
3441,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.1990649291128214e-06,,2.1665854175584756e-06,,2.5739036568825844e-06,,4.137810216082441e-06,,3.1582507887702842e-06,,3.9735083831411375e-06,
3442,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,3.4256545610122404e-06,,3.863553541104792e-06,,7.563919291936531e-06,,2.948476510666639e-06,,3.5632245734650246e-06,,2.7945697782179633e-06,
3443,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,3.1955635314955557e-06,,3.1772894623433814e-06,,4.893750062955786e-06,,2.9465160704061507e-06,,2.7985549505182046e-06,,2.4324053341862493e-06,
3444,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,2.2586308370663017e-06,,2.1621887799687413e-06,,3.9406808127556666e-06,,2.9113454495582184e-06,,2.759568653077448e-06,,2.6671116210726385e-06,
3445,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.5551566237141568e-06,,2.5831425482173356e-06,,3.031265854977087e-06,,3.84704249401937e-06,,3.869509855824247e-06,,4.225008606625104e-06,
3446,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,4.267075948952008e-06,,5.72030773836013e-06,,7.023203428412313e-06,,3.4709301215036754e-06,,3.2384331564916096e-06,,4.006474010472113e-06,
3447,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,6.166003049785057e-06,,6.986821325809541e-06,,4.111666347303774e-06,,2.5873409480986854e-06,,2.7525108039404677e-06,,3.5768691435371785e-06,
3448,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,3.0240455621199573e-06,,2.5750794174093383e-06,,5.050735962133862e-06,,3.785552817524392e-06,,3.576964118439055e-06,,2.6550128626133745e-06,
3449,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.221570445479981e-06,,2.3409248035552964e-06,,2.5696013539959368e-06,,5.013469906152636e-06,,3.727520764252886e-06,,4.399572957862409e-06,
3450,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,3.671235075406976e-06,,3.681342879067359e-06,,8.465741802213307e-06,,3.7623371264441165e-06,,3.885367364515321e-06,,3.7775050042461903e-06,
3451,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,6.230346059896956e-06,,6.782188580729493e-06,,5.16960887973785e-06,,2.4670313743280037e-06,,2.6766439426530525e-06,,2.1474847182511317e-06,
3452,bad_takamine_EG440SC_mic_to_Classical_Unknown_mic,5.247145031418199e-06,,2.2249275226929345e-06,,7.712045384232188e-06,,3.5445545874345203e-06,,2.8205944967765544e-06,,2.5592036163296855e-06,
3453,bad_takamine_EG440SC_mic_to_Classical_Unknown_piezo,2.4817483275092053e-06,,2.5611408369961157e-06,,2.800658232407133e-06,,5.2378264432269425e-06,,3.84293473067177e-06,,3.784728321332521e-06,
3454,bad_takamine_EG440SC_piezo_to_Classical_Unknown_mic,5.858440574702222e-06,,4.973610724726331e-06,,8.673009628454153e-06,,3.830572759638582e-06,,3.932108308259553e-06,,3.7747973756110967e-06,
3455,bad_takamine_EG440SC_piezo_to_Classical_Unknown_piezo,7.304359027615095e-06,,8.014510117283448e-06,,4.72585948240612e-06,,2.9097429744705544e-06,,2.277141526276946e-06,,2.0299741967692385e-06,
3456,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.187819087456518e-06,,4.993148204057532e-06,,6.3481846382542615e-06,,3.215414223376376e-06,,3.0520984709637144e-06,,2.80458101312923e-06,
3457,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.753652762431592e-06,,6.82474497268876e-06,,5.335052704991695e-06,,3.301266147638841e-06,,2.99432503649054e-06,,4.21540484254628e-06,
3458,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,1.957117898668433e-06,,3.3536930030414516e-06,,2.6278981068970193e-06,,3.436892286844371e-06,,3.6881433204858885e-06,,4.746425388863912e-06,
3459,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,6.365959044293927e-06,,5.48702045595075e-06,,2.6605281697148795e-06,,3.453425530625206e-06,,3.330999738752445e-06,,4.2950174645498635e-06,
3460,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,7.67111941464377e-06,,5.526307746045889e-06,,6.23811705133098e-06,,2.7419722259903375e-06,,2.784612802328253e-06,,2.7638281391130397e-06,
3461,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.7592295614528674e-06,,5.708789194348947e-06,,5.000814988068875e-06,,3.0258612104901583e-06,,3.5225309163142556e-06,,4.350732492380525e-06,
3462,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.3441673365990107e-06,,3.265083318601905e-06,,3.1723387394870098e-06,,2.9561210678793945e-06,,3.8430794970255975e-06,,4.045726364692161e-06,
3463,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,4.797961806508534e-06,,2.8340044622719994e-06,,2.8731193407476484e-06,,2.71503802744272e-06,,3.288009620090948e-06,,3.943788939987965e-06,
3464,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,3.969853337907411e-06,,3.9441100045780495e-06,,6.282220610053635e-06,,3.540892601415272e-06,,3.3005895210189814e-06,,2.572645812726741e-06,
3465,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.904082426992373e-06,,4.564258650849751e-06,,5.171174893054657e-06,,2.8381111769670023e-06,,3.1150460890249557e-06,,3.597212902321376e-06,
3466,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,4.0136365528964264e-06,,7.223687634874418e-06,,2.7363421772546147e-06,,3.4263032888140793e-06,,3.988108503115764e-06,,4.5835120521015215e-06,
3467,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.703724308347025e-06,,2.743120992140173e-06,,2.8233017777036977e-06,,3.176925582703222e-06,,3.519270842996829e-06,,3.434114921957594e-06,
3468,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,4.908859464294281e-06,,4.810349846136681e-06,,4.9984730407588756e-06,,3.751003628758967e-06,,3.912294790536291e-06,,2.9256822888714422e-06,
3469,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.529463546158444e-06,,7.040078693154623e-06,,7.912912307476576e-06,,2.6569968348479603e-06,,3.5133461886060615e-06,,3.067283603700317e-06,
3470,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.6299697085177028e-06,,1.8004705147407885e-06,,3.469792747280613e-06,,4.250250749780699e-06,,3.6473499361431804e-06,,3.938419101295075e-06,
3471,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.713586001815357e-06,,2.64554674359655e-06,,3.452214104531342e-06,,3.393663687569876e-06,,3.6769485133707836e-06,,3.7907636125250684e-06,
3472,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,4.8608453643031225e-06,,4.555632352427525e-06,,5.143676319902528e-06,,4.0785073795319864e-06,,4.322081696410488e-06,,3.6118481599909114e-06,
3473,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,7.375153511861654e-06,,6.389756952754251e-06,,6.596077347856718e-06,,2.452412679034309e-06,,3.7523202561885727e-06,,2.9349285492497555e-06,
3474,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,3.076596609766959e-06,,3.1017253225090063e-06,,8.798913939211833e-06,,3.2765963980512366e-06,,2.6261305549195362e-06,,3.0019015696537833e-06,
3475,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,3.1944324954370822e-06,,2.7762956641259703e-06,,3.3845949487910496e-06,,3.105412287311713e-06,,3.3806919320479785e-06,,3.7316904595272158e-06,
3476,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,4.445862864724865e-06,,6.056761158863825e-06,,6.141305615237036e-06,,4.738586069428912e-06,,4.467961784235846e-06,,3.2275863301016376e-06,
3477,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.660058901832924e-06,,6.7151254127502515e-06,,6.996963353011673e-06,,3.2551283576107305e-06,,3.4154195415193074e-06,,3.6751425076380486e-06,
3478,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,7.01127503910762e-06,,4.066234873451258e-06,,8.460425964579353e-06,,3.1363484121940775e-06,,3.4694410861965383e-06,,3.3487191419834714e-06,
3479,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,5.67804643115278e-06,,3.46287697980846e-06,,4.759053263879108e-06,,3.2609611936269568e-06,,2.916421423551006e-06,,3.873652822291678e-06,
3480,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,3.5651535159575494e-06,,4.098412379040817e-06,,5.891352514151751e-06,,3.204115900351283e-06,,2.9173537391442648e-06,,2.447087310999033e-06,
3481,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.34138490787402e-06,,4.7838582758852574e-06,,6.675210370851074e-06,,3.3633420816277e-06,,3.2955310911676044e-06,,3.3125564234794095e-06,
3482,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,1.906560379694026e-06,,2.2918864125769093e-06,,2.7855347307214902e-06,,3.062916225219054e-06,,3.580573879608911e-06,,2.7322220826551102e-06,
3483,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,5.527748209554849e-06,,5.4716991384294894e-06,,4.199239794408606e-06,,3.941465196192288e-06,,3.5446965952749157e-06,,3.5660327474338635e-06,
3484,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,6.7299534169479564e-06,,7.29475235755755e-06,,7.343723305632987e-06,,2.6156991161704094e-06,,2.4295539167449372e-06,,2.566682389383924e-06,
3485,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.747446987880101e-06,,3.6962235060747416e-06,,5.077005382077681e-06,,3.2800366114927354e-06,,3.3311954272501576e-06,,3.1377305162449986e-06,
3486,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,6.243209327435732e-06,,2.9491578420203972e-06,,2.3505686342606324e-06,,2.882518879892418e-06,,3.468484695641312e-06,,4.572661548285707e-06,
3487,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,6.375897319070322e-06,,4.5392994763082515e-06,,4.339306215314969e-06,,2.9076131174239823e-06,,4.391039978555239e-06,,4.01420897883139e-06,
3488,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,6.054681257345842e-06,,6.255808619504348e-06,,7.215531039678955e-06,,2.794383445102261e-06,,2.5659193061154483e-06,,2.6029670426539425e-06,
3489,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.4807994359485345e-06,,4.783799351196445e-06,,7.023443423802681e-06,,3.049903215166094e-06,,3.5201069067977143e-06,,2.778349163418706e-06,
3490,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.1460174690933524e-06,,2.257493213086814e-06,,2.407076165346569e-06,,3.3409058121726177e-06,,3.889921773257486e-06,,3.2839831945749876e-06,
3491,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,4.706602201113997e-06,,3.7508013106402934e-06,,3.4046090102334963e-06,,2.732549689530812e-06,,4.036360416356522e-06,,4.569431112774547e-06,
3492,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,6.283378756724714e-06,,4.265765368992291e-06,,6.944889896471779e-06,,2.783902952106362e-06,,4.8237009362216856e-06,,2.5580511075616586e-06,
3493,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.4217985564212056e-06,,2.6744346084000697e-06,,6.361482225649561e-06,,2.789991304254247e-06,,2.392277024977478e-06,,3.5724197771064373e-06,
3494,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.377816166200492e-06,,4.053057499977049e-06,,2.4113283714102187e-06,,4.343836070197306e-06,,3.2949641967510873e-06,,4.361919538501205e-06,
3495,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.3307703566834995e-06,,2.3045421901175606e-06,,2.8330092573235334e-06,,2.639193795636066e-06,,2.595259002904969e-06,,4.148841350142561e-06,
3496,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.948680639347306e-06,,5.120588212287182e-06,,6.685681169006003e-06,,2.6874007107887072e-06,,3.32208492417595e-06,,2.5827921783215746e-06,
3497,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.219680822110298e-06,,2.7803046299600755e-06,,6.533660052913922e-06,,2.620283990249032e-06,,2.7124683256193446e-06,,2.655017530127942e-06,
3498,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,1.8558858605229146e-06,,2.305208458073272e-06,,3.710748782080027e-06,,4.097512931761177e-06,,4.5538083226934945e-06,,4.368227892479127e-06,
3499,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.3274031530325433e-06,,2.339684846413395e-06,,2.8591903921491155e-06,,2.7031271783481425e-06,,2.7497856917236124e-06,,4.372695657868084e-06,
3500,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,6.794134207336388e-06,,4.836386328488677e-06,,6.883357382677134e-06,,2.5963961338578344e-06,,2.9539557186683692e-06,,2.5221461488024473e-06,
3501,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.196005728487342e-06,,3.1563468547835306e-06,,5.8170179995765916e-06,,2.448663070964516e-06,,3.094987075992769e-06,,3.211553961715586e-06,
3502,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.0998219280272344e-06,,3.0451414281225574e-06,,3.6397786391920075e-06,,2.7647622556149452e-06,,4.566383903179373e-06,,4.962690735194124e-06,
3503,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,3.267440840266462e-06,,3.1385943274485173e-06,,2.849232881391727e-06,,2.9426467143951716e-06,,3.2466080275203687e-06,,3.3288940294387722e-06,
3504,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,2.682035135395436e-06,,3.971613030744065e-06,,8.789120692070397e-06,,3.8122063107713844e-06,,3.49278916873123e-06,,2.3245059125528374e-06,
3505,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.89740072154785e-06,,5.905066359644237e-06,,6.175811327730986e-06,,2.826437844253061e-06,,3.408470773558566e-06,,3.250490059764069e-06,
3506,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,3.3870934274600068e-06,,1.8483805068141735e-06,,3.3260719691093093e-06,,2.8757298423088116e-06,,3.662593669897924e-06,,3.320502844035218e-06,
3507,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,3.5338174275808733e-06,,5.270192493489599e-06,,4.0498277277942146e-06,,2.1379812429489145e-06,,3.047482866627184e-06,,2.993904118721877e-06,
3508,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.260896696988107e-06,,8.035268136343651e-06,,8.994446972191095e-06,,2.4601661169567505e-06,,2.6410548967011174e-06,,2.400935102950551e-06,
3509,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.401653614122756e-06,,6.770237551947672e-06,,5.463636354597628e-06,,2.7140627045518583e-06,,3.4140558028659324e-06,,3.1676487462942368e-06,
3510,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,4.34801765454388e-06,,2.7458610760004943e-06,,6.121424630041784e-06,,3.2152747536985537e-06,,3.708641072145121e-06,,3.0299512531416628e-06,
3511,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,4.508596975598255e-06,,2.8948355244898704e-06,,4.74116842863629e-06,,2.6189455536385794e-06,,3.4990837576994145e-06,,4.332794740498405e-06,
3512,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,8.33349896435108e-06,,5.2515707589238155e-06,,7.152588103943265e-06,,2.609428382000745e-06,,2.226442851434257e-06,,2.2882449122955453e-06,
3513,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.4103100019376425e-06,,6.797222158996532e-06,,4.029990484027135e-06,,2.5330874430675287e-06,,3.111745376236138e-06,,3.909599235239773e-06,
3514,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,3.9580934458444394e-06,,4.246548848539101e-06,,4.925875087777459e-06,,4.306297298861705e-06,,5.0744061627432165e-06,,2.813775596122841e-06,
3515,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.5518192373348318e-06,,3.259851116574897e-06,,2.9661922407303972e-06,,3.6014174008792816e-06,,4.108385191374676e-06,,3.704933543572512e-06,
3516,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,7.636302382366224e-06,,4.287019523961013e-06,,7.198385063146591e-06,,2.9714658790232407e-06,,3.5047022261300186e-06,,2.6288634697645437e-06,
3517,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.850633723902047e-06,,5.607397508895643e-06,,5.216295248587713e-06,,3.2944689472764378e-06,,3.5065490203900898e-06,,3.7440575146337802e-06,
3518,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,3.3062887696588453e-06,,2.0329551239522406e-06,,3.7317342748941905e-06,,3.419957466325791e-06,,3.892011687129103e-06,,3.153179597261975e-06,
3519,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,5.67540124873263e-06,,2.9266729725568073e-06,,3.201559725191897e-06,,2.9969367790880717e-06,,4.357565985349124e-06,,4.5711205703268734e-06,
3520,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,7.56378542945455e-06,,4.170842778710743e-06,,5.969282106360572e-06,,2.966418886421512e-06,,4.815291143343827e-06,,2.6287199452143194e-06,
3521,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.22096901157857e-06,,4.247584195770126e-06,,7.580324305139936e-06,,3.098057687229549e-06,,2.4350813881596086e-06,,3.4224449597714884e-06,
3522,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.3520852113796716e-06,,2.7511810671327344e-06,,3.178010611555559e-06,,3.980892803389587e-06,,3.989216084616799e-06,,3.752505272800489e-06,
3523,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,2.9288868174288138e-06,,3.6394852970067364e-06,,4.216630439962943e-06,,3.637935663373814e-06,,3.809901317095943e-06,,4.137649400284777e-06,
3524,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.112818168951718e-06,,6.335388814416082e-06,,5.806632967664645e-06,,3.0241222715033345e-06,,4.1017544126530815e-06,,2.6533191533918683e-06,
3525,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,4.112266027741086e-06,,5.9366806924780486e-06,,5.115267139478927e-06,,3.621358860812521e-06,,3.1503319342134825e-06,,3.7513464228438223e-06,
3526,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,4.084123043684532e-06,,4.052751168772809e-06,,2.943204997278071e-06,,3.975539489032548e-06,,3.999777684468255e-06,,4.004441917134281e-06,
3527,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,3.0474657840663773e-06,,3.7130772478404822e-06,,4.080441861032137e-06,,3.014685774781446e-06,,2.760563951913623e-06,,3.977764647431774e-06,
3528,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,2.833545344586318e-06,,4.342894161230857e-06,,4.612228141701843e-06,,3.855342834158604e-06,,3.0767946839632118e-06,,3.3091739625773963e-06,
3529,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,3.367703630617047e-06,,7.1513623149971815e-06,,5.55177608941659e-06,,3.2781849493097686e-06,,3.68481331253717e-06,,3.179933746352587e-06,
3530,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,1.8349463267894153e-06,,2.208456448070511e-06,,2.731335883200229e-06,,3.4077262095951386e-06,,3.2106942770925315e-06,,2.8201260079406143e-06,
3531,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,5.4175752617720176e-06,,6.9410045076525945e-06,,4.238574074100449e-06,,3.958330860377517e-06,,3.2592764369262406e-06,,3.5058905532449256e-06,
3532,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.45864966284372e-06,,5.848835240792827e-06,,7.123372341945689e-06,,2.7581838512714555e-06,,2.501373534133546e-06,,2.7544115606493057e-06,
3533,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.3519294299047086e-06,,3.741894611262844e-06,,4.260970414256924e-06,,3.190192856538936e-06,,4.102071435108851e-06,,2.748009125985439e-06,
3534,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_mic,2.6328565535286143e-06,,2.0689805351981094e-06,,2.3863591825117884e-06,,3.66620327132868e-06,,3.295749239001027e-06,,2.5527037143947803e-06,
3535,bad_takamine_EG440SC_piezo_to_Vi_Yamaha_F335_piezo,3.657485434801446e-06,,4.698019230829447e-06,,3.850129040058575e-06,,2.7137448504499136e-06,,3.947101058378535e-06,,4.197539051899467e-06,
3536,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_mic,5.931885778495173e-06,,5.662353280056846e-06,,7.10202629760128e-06,,2.726234418707823e-06,,2.637635273688198e-06,,2.546524678311663e-06,
3537,bad_takamine_EG440SC_mic_to_Vi_Yamaha_F335_piezo,5.28800159729176e-06,,4.7217803628608565e-06,,7.241190152672052e-06,,2.9426919412840073e-06,,3.2128498888257543e-06,,2.8614317103799035e-06,
